pickup_latitude,pickup_longitude
40.735378,-74.001846
40.763142,-73.977844
40.744465,-73.980957
40.766273,-73.964081
40.795418,-73.971191
40.722778,-74.008034
40.738747,-73.995796
40.744759,-74.006325
40.705379,-74.017418
40.701752,-74.012444
40.715431,-74.009041
40.754631,-73.995468
40.744068,-74.006607
40.785099,-73.976982
40.816730,-73.959366
40.791367,-73.974174
40.770397,-73.946724
40.762802,-73.967880
40.720310,-73.984436
40.735962,-73.985443
40.751434,-73.973991
40.757034,-73.982246
40.741161,-73.983032
40.732693,-73.981506
40.752758,-73.978127
40.763088,-73.978889
40.743641,-73.999725
40.748878,-73.995575
40.744728,-73.995216
40.744678,-73.998863
40.789211,-73.973785
40.780739,-73.958908
40.775238,-73.982132
40.782413,-73.980614
40.792042,-73.968079
40.762638,-73.985741
40.727516,-73.988411
40.777596,-73.952995
40.762135,-73.978065
40.768211,-73.968765
40.773697,-73.982010
40.773357,-73.981895
40.781582,-73.954163
40.757214,-73.982018
40.763855,-73.973473
40.736080,-73.985275
40.762787,-73.978088
40.756588,-73.990593
40.725342,-73.992172
40.758583,-73.965858
40.735241,-73.982819
40.745667,-73.988457
40.763393,-73.985054
40.719479,-73.987755
40.720993,-73.986870
40.733875,-74.002663
40.722168,-74.004105
40.714378,-74.010574
40.764668,-73.980537
40.717770,-74.007416
40.755402,-73.986885
40.752598,-73.987000
40.749298,-73.989853
40.751953,-73.988800
40.818798,-73.937286
40.822723,-73.941803
40.786121,-73.949539
40.765652,-73.969711
40.751926,-73.993919
40.756023,-73.973732
40.752209,-73.979698
40.779812,-73.948341
40.766575,-73.978264
40.760487,-73.979599
40.765476,-73.984032
40.750992,-74.002182
40.745415,-73.998375
40.749481,-74.002937
40.792648,-73.973251
40.778961,-73.982140
40.744518,-73.991402
40.786213,-73.950783
40.757992,-74.000473
40.752697,-73.987373
40.745811,-73.994446
40.757847,-73.983116
40.760433,-73.975159
40.768341,-73.982346
40.764545,-73.978745
40.775982,-73.958427
40.776318,-73.949905
40.772739,-73.964516
40.757996,-74.000481
40.756702,-73.976280
40.783733,-73.974228
40.769588,-73.981987
40.782997,-73.950905
40.775158,-73.961044
40.763481,-73.973923
40.764267,-73.985001
40.745525,-73.994568
40.736877,-73.997528
40.706432,-74.008278
40.759903,-73.980377
40.736061,-73.997688
40.765240,-73.982765
40.753036,-73.985672
40.762753,-73.996468
40.783302,-73.978638
40.762230,-73.966515
40.773190,-73.958244
40.801334,-73.957657
40.731358,-73.988503
40.751640,-73.993706
40.724327,-73.984802
40.727509,-74.003250
40.723488,-73.989563
40.703983,-74.008995
40.744579,-73.976006
40.754147,-73.969063
40.704643,-74.011009
40.728729,-73.988976
40.739937,-73.985405
40.760750,-73.990524
40.744137,-73.999283
40.758759,-73.989738
40.750172,-73.987373
40.806923,-73.953529
40.805809,-73.965919
40.734180,-73.999763
40.748188,-73.984306
40.730507,-73.980499
40.736637,-73.989159
40.746052,-73.990623
40.744907,-73.994156
40.792297,-73.938255
40.780861,-73.952522
40.797382,-73.964325
40.797131,-73.937683
40.783951,-73.950470
40.791714,-73.968506
40.739948,-74.003082
40.755184,-73.965134
40.785362,-73.949081
40.798447,-73.936790
40.786205,-73.948486
40.820023,-73.955292
40.804409,-73.966644
40.795452,-73.971191
40.783585,-73.980080
40.771851,-73.955994
40.762119,-73.960106
40.773746,-73.951843
40.777309,-73.952209
40.776211,-73.979698
40.775562,-73.983810
40.773918,-73.952255
40.776958,-73.949089
40.730278,-73.986458
40.750141,-73.991531
40.756523,-74.001686
40.757614,-74.000740
40.757610,-73.978088
40.734993,-74.002075
40.769165,-73.863106
40.825771,-73.951149
40.766907,-73.982712
40.767654,-73.968018
40.769436,-73.969292
40.771469,-73.967712
40.758606,-73.979317
40.747547,-73.986610
40.768719,-73.967651
40.750767,-73.993958
40.750343,-73.992111
40.750507,-73.991531
40.750118,-73.994957
40.716618,-74.011543
40.718880,-73.990479
40.729294,-73.987381
40.780533,-73.976570
40.737095,-74.000603
40.744049,-73.999298
40.733295,-74.003052
40.733521,-74.006302
40.749550,-73.991928
40.743961,-73.999382
40.765644,-73.980003
40.733398,-74.003998
40.733448,-74.006226
40.733452,-74.006241
40.733665,-74.006271
40.794575,-73.971985
40.779263,-73.981033
40.757813,-73.993553
40.742851,-73.980103
40.747437,-73.980400
40.784294,-73.957787
40.776836,-73.979172
40.787060,-73.975670
40.781330,-73.983299
40.717983,-74.008873
40.729183,-74.005310
40.686283,-73.990776
40.746311,-73.991447
40.718945,-73.999924
40.704998,-74.007721
40.765430,-73.982353
40.752224,-73.973434
40.753990,-73.977486
40.780487,-73.976303
40.765316,-73.979485
40.776611,-73.978088
40.764450,-73.970200
40.753040,-73.982132
40.738346,-74.000610
40.713314,-73.960945
40.747799,-73.987923
40.764629,-73.979141
40.734791,-74.005447
40.746567,-73.994316
40.799816,-73.965004
40.762661,-73.971504
40.810947,-73.959465
40.782093,-73.981529
40.779003,-73.981529
40.760563,-73.971947
40.746597,-73.981575
40.753174,-73.988136
40.740925,-73.981339
40.777527,-73.980164
40.805206,-73.957077
40.795231,-73.972176
40.743240,-73.993759
40.735947,-73.988373
0.000000,0.000000
40.765671,-73.972931
40.759209,-73.980568
40.755188,-73.979393
40.764172,-73.967560
40.694248,-73.991989
40.701229,-73.989639
40.672241,-73.973175
40.731190,-74.000870
40.716709,-73.998909
40.739708,-74.001892
40.774578,-73.980606
40.762108,-73.983620
40.763893,-73.977798
40.784534,-73.976944
40.795311,-73.968773
40.792553,-73.973648
40.765095,-73.980354
40.744991,-73.986244
40.754215,-73.992905
40.815350,-73.958534
40.762009,-73.982117
40.749420,-73.987419
40.764606,-73.970551
40.771492,-73.959030
40.781109,-73.954643
40.769638,-73.960648
40.790134,-73.955902
40.778866,-73.958946
40.773869,-73.966515
40.775864,-73.976143
40.759640,-73.983620
40.774544,-73.981346
40.781651,-73.979347
40.783134,-73.980438
40.767567,-73.970955
40.758179,-73.992355
40.745556,-73.982391
40.752075,-73.972740
40.752869,-73.979240
40.762829,-73.965721
40.758472,-73.968498
40.778484,-73.948349
40.749222,-73.990601
40.766243,-73.971664
40.723282,-74.003189
40.717999,-74.003181
40.744991,-73.991898
40.746582,-73.995583
40.760014,-73.968018
40.721901,-74.004349
40.740902,-74.007637
40.737705,-74.004738
40.762283,-73.974411
40.762444,-73.974106
40.717365,-73.988678
40.759834,-73.991653
40.754192,-73.994026
40.782780,-73.975441
40.751492,-73.982468
40.760662,-73.923401
40.760586,-73.962234
40.781307,-73.946358
40.788097,-73.953720
40.816551,-73.954041
40.806263,-73.961479
40.759483,-73.977982
40.769913,-73.961174
40.778927,-73.954369
40.782448,-73.979050
40.809322,-73.959305
40.794849,-73.971710
40.791988,-73.973808
40.762150,-73.986717
40.778694,-73.974060
40.776840,-73.955391
40.783684,-73.950539
40.783020,-73.980476
40.744427,-73.976173
40.739983,-73.998749
40.725765,-74.007652
40.739834,-74.002113
40.720490,-73.989548
40.750446,-73.974556
40.788891,-73.970894
40.747311,-73.985245
40.765499,-73.954834
40.787628,-73.953918
40.790672,-73.953506
40.775097,-73.959015
40.794079,-73.973671
40.815510,-73.958580
40.795322,-73.973206
40.764812,-73.984398
40.764923,-73.985184
40.785892,-73.976624
40.774826,-73.958969
40.751621,-73.997742
40.774155,-73.981194
40.752247,-73.993874
40.740227,-74.004150
40.753143,-73.973160
40.766220,-73.986816
40.735340,-73.998337
40.729774,-74.002174
40.745167,-73.992737
40.740555,-73.987480
40.715054,-74.007423
40.782871,-73.948051
40.757164,-73.991219
40.878437,-73.885513
40.800697,-73.969086
40.742275,-73.996750
40.727978,-73.994835
40.740887,-74.005051
40.758591,-73.976959
40.761765,-73.966637
40.782791,-73.949615
40.783710,-73.956741
40.751896,-73.964409
40.753506,-73.967377
40.720757,-74.008530
40.731087,-74.007614
40.751457,-73.970993
40.750954,-73.987099
40.736305,-74.008209
40.748360,-74.003822
40.756989,-73.980980
40.750465,-73.994591
40.785458,-73.957535
40.790005,-73.977135
40.799953,-73.968437
40.748444,-73.984505
40.754505,-73.974815
40.782993,-73.948463
40.763046,-73.968071
40.783138,-73.978058
40.776001,-73.955818
40.778851,-73.956055
40.756077,-73.972427
40.763008,-73.996605
40.771694,-73.956306
40.752892,-73.973419
40.779221,-73.953552
40.748592,-74.000259
40.728107,-73.995544
40.744343,-74.005646
40.742161,-73.993271
40.760048,-73.967720
40.810333,-73.962372
40.783348,-73.974609
40.729652,-74.001480
40.746632,-73.996681
40.743637,-73.991844
40.768379,-73.955345
40.800846,-73.957550
40.823483,-73.951721
40.747784,-73.996635
40.749725,-74.003098
40.780079,-73.978432
40.777760,-73.982346
40.782467,-73.979012
40.788139,-73.944160
40.774887,-73.984436
40.789787,-73.939949
40.798786,-73.963081
40.777958,-73.978462
40.767143,-73.966614
40.797974,-73.937149
40.778954,-73.974045
40.774742,-73.982742
40.780239,-73.985733
40.788509,-73.970757
40.773041,-73.978424
40.787895,-73.941299
40.788536,-73.955040
40.774014,-73.982552
40.791309,-73.974030
40.756451,-73.978531
40.735294,-73.992226
40.789387,-73.944206
40.823975,-73.917458
40.770000,-73.986603
40.742226,-73.993111
40.763294,-73.976349
40.787769,-73.971382
40.762451,-73.975212
40.710743,-74.010826
40.720615,-74.004547
40.725346,-73.995270
40.778175,-73.956718
40.772255,-73.958458
40.769569,-73.960861
40.760277,-73.967194
40.775841,-73.976234
40.763752,-73.968216
40.775944,-73.961342
40.780960,-73.981560
40.785450,-73.949944
40.771641,-73.955727
40.745403,-73.975449
40.732990,-73.975151
40.778423,-73.953278
40.727417,-74.000610
40.762249,-73.970100
40.742382,-73.992439
40.764065,-73.983482
40.758839,-73.961311
40.772690,-73.947304
40.712551,-74.009567
40.706333,-74.018013
40.770309,-73.959084
40.776760,-73.958397
40.766483,-73.955727
40.755146,-73.968437
40.726627,-73.993660
40.797009,-73.972542
40.748192,-73.984955
40.761456,-73.973579
40.778538,-73.977287
40.753193,-73.989998
40.736931,-73.983849
0.000000,0.000000
40.759617,-73.965965
40.755013,-73.991058
40.745876,-73.979530
40.749653,-73.974274
40.760609,-73.984871
40.757172,-73.975983
40.753666,-73.939186
40.761230,-73.965019
40.763298,-73.975258
40.740898,-74.007637
40.750343,-73.987007
40.748383,-73.984283
40.749805,-73.994415
40.759811,-73.975830
40.723469,-73.988487
40.739513,-74.005150
40.741562,-73.993210
40.754963,-73.983017
40.756264,-73.982765
40.721176,-73.999390
40.708370,-73.963875
40.728676,-73.984695
40.753986,-73.973053
40.747334,-73.988701
40.791069,-73.942879
40.725697,-73.978935
40.760551,-73.961205
40.766602,-73.952934
40.736118,-74.004684
40.793308,-73.972984
40.777218,-73.982491
40.747513,-74.003906
40.735523,-73.986320
40.771706,-73.961258
40.764698,-73.964287
40.769089,-73.986649
40.771408,-73.864685
40.722710,-73.988609
40.777802,-73.956963
40.749199,-73.992310
40.740051,-73.994957
40.741798,-73.993813
40.762917,-73.989410
40.774246,-73.984711
40.711960,-74.010124
40.754978,-73.984428
40.752583,-73.993286
40.760201,-73.984985
40.743065,-73.996132
40.733368,-74.006271
40.756901,-73.990257
40.745258,-73.990875
40.733395,-74.006096
40.749226,-73.990463
40.746094,-73.989258
40.762409,-73.988029
40.747967,-73.992867
40.735004,-74.006157
40.733437,-74.006294
40.774036,-73.921677
40.746037,-74.001915
40.709988,-73.991791
40.769165,-73.862862
40.781990,-73.955971
40.786961,-73.953560
40.782352,-73.971420
40.734528,-73.986290
40.735355,-73.989662
40.747749,-73.980911
40.769180,-73.862900
40.756248,-73.989372
40.751869,-73.977364
40.779213,-73.981285
40.760246,-73.971909
40.750259,-73.988045
40.746216,-74.001656
40.726620,-73.999023
40.733250,-73.987198
40.745960,-73.982590
40.786873,-73.973663
40.815140,-73.955269
40.778572,-73.981819
40.790131,-73.970016
40.781364,-73.957405
40.768898,-73.957985
40.786442,-73.964294
40.780396,-73.980362
40.784595,-73.977303
40.761322,-73.966888
40.773781,-73.957062
40.777805,-73.960785
40.769905,-73.964233
40.753235,-73.987396
40.768265,-73.966217
40.752876,-73.984467
40.755905,-73.977371
40.722874,-74.005249
40.740826,-73.994041
40.761616,-73.979240
40.747353,-73.983253
40.763729,-73.987915
40.763844,-73.977524
40.759251,-73.985207
40.775436,-73.957748
40.735500,-74.005913
40.754585,-73.983887
40.763615,-73.982063
40.763279,-73.985138
40.765480,-73.963783
40.787987,-73.953903
40.788513,-73.970802
40.768578,-73.981895
40.769878,-73.986359
40.701569,-74.012154
40.719433,-73.977066
40.754925,-73.986664
40.778503,-73.981575
40.743164,-73.974213
40.759773,-73.936981
40.766644,-73.956833
40.790180,-73.942856
40.776634,-73.952515
40.771912,-73.949532
40.717407,-73.991264
40.787323,-73.941658
40.797668,-73.937363
40.772022,-73.952919
40.693649,-73.988586
40.758461,-73.985085
40.726238,-73.995796
40.746330,-73.988495
40.733753,-73.991081
40.728085,-73.992943
40.808453,-73.960236
40.772171,-73.964539
40.760498,-73.987526
40.792027,-73.952934
40.763870,-73.968925
40.749008,-73.978600
40.785686,-73.953979
40.775593,-73.952682
40.762997,-73.966736
40.755516,-73.965080
40.771900,-73.961227
40.760578,-73.984131
40.751713,-73.968948
40.747421,-73.996666
40.770393,-73.990746
40.774471,-73.982155
40.761646,-73.982506
40.804737,-73.959679
40.768139,-73.985443
40.756660,-73.994255
40.750217,-73.987526
40.762684,-73.978859
40.762718,-73.978531
40.768936,-73.862625
40.719494,-74.008591
40.762939,-73.976135
40.765533,-73.968895
40.763126,-73.978142
40.747387,-73.984909
40.741470,-73.993462
40.775646,-73.984062
40.760643,-73.978416
40.742840,-73.996681
40.787914,-73.977104
40.822731,-73.953522
40.807407,-73.964470
40.774117,-73.984528
40.802132,-73.963692
40.777214,-73.982651
40.779938,-73.976952
40.776917,-73.977402
40.730217,-74.006569
40.722691,-73.988670
40.720821,-73.981392
40.728653,-73.992416
40.729542,-73.980942
40.788139,-73.967262
40.771732,-73.979027
40.762669,-73.965591
40.768955,-73.961174
40.793446,-73.967171
40.783501,-73.974289
40.757275,-73.985687
40.764427,-73.995705
40.778183,-73.985420
40.804279,-73.966476
40.777538,-73.978630
40.738438,-73.987335
40.783878,-73.979645
40.787720,-73.955460
40.778744,-73.958534
40.783096,-73.956215
40.760983,-73.957947
40.749664,-73.971893
40.755798,-73.972237
40.731430,-74.001076
40.731136,-73.991730
40.754658,-73.975723
40.762009,-73.970863
40.772362,-73.958679
40.799068,-73.962830
40.792587,-73.973412
40.804924,-73.966454
40.789471,-73.975563
40.772362,-73.960335
40.777206,-73.952179
40.767075,-73.953445
40.771267,-73.957245
40.759338,-73.973701
40.753777,-73.983383
40.762417,-73.978760
40.777832,-73.982224
40.756241,-73.972839
40.740082,-73.986908
40.749428,-73.991081
40.746128,-73.977730
40.757290,-73.970215
40.743782,-74.007462
40.769890,-73.987213
40.783100,-73.974434
40.791611,-73.964592
40.790340,-73.947693
40.806953,-73.960747
40.774986,-73.982399
40.800545,-73.969536
40.765125,-73.981110
40.780586,-73.954865
40.755470,-73.972939
40.750961,-73.990311
40.759579,-73.984283
40.732906,-73.995918
40.748516,-73.985657
40.756729,-73.989929
40.753101,-73.977310
40.765850,-73.969551
40.775517,-73.965370
40.762794,-73.978592
40.762100,-73.977791
40.757996,-73.966423
40.714931,-74.010231
40.722542,-74.008713
40.755253,-73.983589
40.756554,-73.973282
40.745148,-73.991524
40.752701,-73.997696
40.768131,-73.981651
40.803402,-73.963333
40.790203,-73.942932
40.781094,-73.958824
40.732430,-73.990196
40.725323,-73.986969
40.772877,-73.986000
40.773602,-73.945930
40.749020,-73.980324
40.732204,-74.007660
40.746349,-73.993858
40.733063,-74.006210
40.713745,-74.010612
40.724529,-73.998573
40.748985,-73.992691
40.743774,-73.990982
40.737720,-74.006454
40.760529,-74.002815
40.743900,-73.999405
40.756672,-73.964119
40.786469,-73.951996
40.766773,-73.967087
40.738400,-73.987717
40.736668,-73.978645
40.753925,-73.978554
40.759212,-73.968529
40.783962,-73.950157
40.784210,-73.947327
40.771301,-73.964241
40.770813,-73.968277
40.752277,-73.975456
40.769485,-73.988571
40.741547,-73.985313
40.774200,-73.951309
40.782784,-73.951012
40.749401,-73.973419
40.743366,-73.978493
40.751060,-73.992798
40.747173,-73.989807
40.741905,-73.974663
40.758121,-73.974815
40.745857,-73.990509
40.798210,-73.968903
40.786373,-73.969017
40.778130,-73.974556
40.744209,-74.003593
40.732525,-73.988335
40.782787,-73.979263
40.787167,-73.973434
40.797398,-73.971756
40.786427,-73.971901
40.760494,-73.970184
40.761833,-73.993721
40.778259,-73.988663
40.784061,-73.982285
40.751106,-73.992325
40.776054,-73.955238
40.776104,-73.950592
40.750984,-74.000618
40.751591,-73.980652
40.756142,-73.970329
40.775032,-73.961296
40.748001,-74.008095
40.752525,-73.989395
40.730915,-74.006493
40.763397,-73.981972
40.739819,-73.994118
40.761955,-73.988770
40.743946,-73.983643
40.773609,-73.963341
40.740955,-73.985367
40.733871,-74.002930
40.744263,-73.978775
40.757065,-73.963142
40.682289,-73.974205
40.678371,-73.974388
40.710129,-74.008354
40.743896,-73.991486
40.781864,-73.978760
40.754543,-73.990967
40.760357,-73.986778
40.789646,-73.948250
40.790272,-73.969566
40.783466,-73.974602
40.750015,-73.991516
40.763908,-73.971809
40.790176,-73.975319
40.733971,-73.989853
40.767879,-73.956192
40.749027,-73.989578
40.742664,-73.986908
40.751804,-73.993286
40.753891,-73.999405
40.744682,-74.006523
40.746746,-74.001617
40.736778,-73.988792
40.744354,-73.991661
40.760479,-73.987778
40.762203,-74.000519
40.764008,-73.985123
40.785858,-73.953278
40.783306,-73.955116
40.767960,-73.970383
40.761387,-73.982460
40.775658,-73.960808
40.764343,-73.955811
40.785294,-73.951843
40.777416,-73.951225
40.779926,-73.956863
40.772091,-73.949844
40.781326,-73.951653
40.781822,-73.975563
40.772499,-73.982040
40.795807,-73.972626
40.816940,-73.958672
40.778645,-73.956322
40.771946,-73.946922
40.782818,-73.955681
40.797138,-73.970406
40.791103,-73.965828
40.773777,-73.981598
40.778938,-73.958771
40.776299,-73.955498
40.766655,-73.982285
40.757278,-73.964348
40.773899,-73.987679
40.767735,-73.983070
40.744450,-73.994583
40.807537,-73.961327
40.738937,-73.986458
40.777580,-73.951950
40.766407,-73.960915
40.790752,-73.974297
40.764523,-73.989250
40.754730,-73.980240
40.739681,-73.999100
40.682140,-73.993141
40.686661,-73.990051
40.717274,-74.005386
40.728680,-74.003716
40.722973,-74.002586
40.747898,-73.981895
40.731033,-73.981201
40.723267,-73.982956
40.734467,-73.979187
40.783207,-73.977013
40.799511,-73.962563
40.738148,-74.004913
40.724247,-74.004135
40.736465,-73.991142
40.722847,-73.988152
40.827030,-73.950035
40.761902,-73.989792
40.749016,-73.987701
40.754395,-73.916634
40.743183,-73.989830
40.748783,-73.996719
40.803574,-73.962692
40.799782,-73.935631
40.779133,-73.954773
40.774105,-73.954491
40.791058,-73.946800
40.763702,-73.966713
40.742516,-73.980080
40.744823,-73.985626
40.759296,-73.981224
40.762878,-73.978546
40.778332,-73.956367
40.763885,-73.963829
40.763783,-73.976143
40.778805,-73.954132
40.768173,-73.961510
40.766407,-73.951820
40.778202,-73.956207
40.750534,-73.991386
40.755219,-73.971657
40.735027,-73.991119
40.729923,-73.995041
40.729908,-73.994064
40.749912,-74.001961
40.770901,-73.982239
40.771679,-73.964165
40.772526,-73.958046
40.729149,-73.987358
40.756706,-73.974792
40.735397,-73.994293
40.750046,-73.994553
40.756943,-73.973930
40.780941,-73.959053
40.771854,-73.977943
40.742336,-74.007660
40.750767,-73.994423
40.766090,-73.965111
40.764252,-73.983643
40.770496,-73.984695
40.768002,-73.982170
40.745213,-73.987946
40.741959,-74.004585
40.750717,-73.997726
40.718113,-74.004250
40.716873,-74.008049
40.718773,-74.002701
40.704662,-74.011093
40.750553,-73.994499
40.736450,-73.989044
40.756790,-73.975037
40.771130,-73.966385
40.759609,-73.971008
40.737293,-73.992630
40.733078,-73.999733
40.723454,-73.989944
40.742054,-73.992218
40.735825,-73.978813
40.761784,-73.960640
40.730785,-73.989815
40.735119,-74.002960
40.751518,-73.980164
40.745087,-73.986351
40.742771,-73.989120
40.726158,-74.008797
40.733631,-73.976860
40.738998,-74.001587
40.723171,-73.988892
40.780521,-73.949394
40.767456,-73.979233
40.740208,-73.998466
40.721092,-73.993546
40.756836,-73.989555
40.823322,-73.952438
40.766682,-73.983261
40.775623,-73.950768
40.780891,-73.946655
40.775951,-73.952927
40.770988,-73.987030
40.761837,-73.966415
40.722195,-73.988731
40.785847,-73.970734
40.772774,-73.978439
40.791553,-73.972084
40.784157,-73.950325
40.804489,-73.955574
40.784477,-73.947044
40.746819,-73.994110
40.745750,-74.005585
40.777527,-73.986069
40.767254,-73.981911
40.739723,-74.006386
40.774895,-73.984650
40.790882,-73.974472
40.748013,-73.980011
40.761497,-73.970390
40.770332,-73.959595
40.764210,-73.984917
40.731243,-74.001259
40.756165,-73.972610
40.734341,-73.994881
40.735283,-73.994324
40.750778,-73.988052
40.733368,-74.004433
40.751221,-73.994019
40.749691,-73.991722
40.752205,-73.989639
40.752594,-73.977074
40.747868,-73.993095
40.717323,-73.991043
40.741203,-73.981285
40.752956,-73.990257
40.728203,-74.002823
40.720146,-73.984062
40.730125,-73.989311
40.744373,-73.999039
40.757538,-73.986526
40.733410,-74.006271
40.733410,-74.006302
40.733345,-74.004601
40.764923,-73.980408
40.764351,-73.973946
40.790215,-73.973335
40.742233,-74.006325
40.741508,-74.038544
40.733326,-74.006355
0.000000,0.000000
40.781300,-73.952019
40.777039,-73.957390
40.774647,-73.988190
40.756836,-73.989845
40.758678,-73.963470
40.748764,-73.973679
40.776878,-73.948936
40.756489,-73.990074
40.781258,-73.979805
40.769875,-73.960503
40.783543,-73.947731
40.758389,-73.962814
40.761780,-73.963600
40.714081,-73.992485
40.762177,-73.990158
40.726151,-73.994675
40.754429,-73.978317
40.762436,-73.965820
40.769596,-73.954559
40.775249,-73.947731
40.768829,-73.958511
40.739372,-73.991310
40.750633,-73.977997
40.738102,-73.983772
40.732159,-74.003601
40.761559,-73.979324
40.769222,-73.863190
40.765732,-73.994392
40.776447,-73.963692
40.776428,-73.946411
40.758965,-73.971359
40.726681,-74.009186
40.752129,-74.002083
40.757370,-73.979668
40.756470,-73.990410
40.761757,-73.977257
40.740444,-73.994980
40.753136,-73.995010
40.753784,-73.977104
40.783623,-73.959404
40.731537,-73.982925
40.719784,-73.988380
40.734177,-73.987282
40.723618,-73.985138
40.744450,-74.007042
40.750286,-74.002769
40.726021,-73.985207
40.758507,-73.968117
40.755009,-73.974609
40.754284,-73.973999
40.738750,-73.999527
40.723480,-74.007118
40.780785,-73.976509
40.775059,-73.982452
40.758213,-73.972923
40.739265,-73.983917
40.758450,-73.992508
40.759396,-73.995575
40.745274,-73.986473
40.808338,-73.959862
40.784683,-73.979614
40.766075,-73.983170
40.797531,-73.942490
40.821918,-73.954025
40.646446,-73.776588
40.766964,-73.930237
40.767883,-73.985397
40.768211,-73.992867
40.760082,-73.995041
40.750732,-73.991386
40.747803,-73.973564
40.745258,-73.990524
40.757294,-73.989662
40.786453,-73.977844
40.758423,-73.985245
40.737217,-73.996841
40.754669,-73.975578
40.761623,-73.960388
40.797604,-73.937386
40.788219,-73.971001
40.782539,-73.981010
40.723347,-73.997780
40.747135,-73.980988
40.787090,-73.977806
40.757511,-73.976425
40.757000,-73.975227
40.761318,-73.965897
40.767601,-73.968346
40.786774,-73.968468
40.791958,-73.973885
40.789925,-73.969688
40.792126,-73.973618
40.767548,-73.964828
40.768623,-73.987411
40.764370,-73.991997
40.761417,-73.983406
40.761021,-73.961716
40.761333,-73.967300
40.762272,-73.970284
40.774006,-73.945496
40.783703,-73.954376
40.783539,-73.981659
40.751076,-74.002319
40.724213,-74.001198
40.741131,-73.994080
40.741714,-74.001015
40.739777,-73.994873
40.742195,-74.000816
40.732594,-74.000328
40.769203,-73.965370
40.771366,-73.961472
40.761681,-73.970200
40.761421,-73.964165
40.783180,-73.956902
40.764267,-73.988396
40.746677,-74.001831
40.715862,-74.007347
40.755768,-73.968819
40.760822,-73.996445
40.765903,-73.969154
40.743500,-73.999702
40.770027,-73.984337
40.762642,-73.983376
40.766899,-73.979004
40.787678,-73.976898
40.746689,-73.987259
40.744289,-73.991997
40.756760,-73.985008
40.760582,-73.987091
40.783253,-73.974373
40.784981,-73.980667
40.765697,-73.983704
40.759758,-73.984566
40.744751,-73.991570
40.799862,-73.965942
40.776844,-73.977066
40.750454,-73.994690
40.744366,-73.995499
40.787712,-73.976738
40.798237,-73.963554
40.793491,-73.945297
40.770752,-73.948868
40.769451,-73.958054
40.770237,-73.968590
40.770302,-73.960106
40.767906,-73.956100
40.766724,-73.990662
40.724892,-74.007835
40.714291,-74.016106
40.750275,-73.978767
40.737610,-73.992439
40.736622,-73.988876
40.754189,-73.971916
40.773094,-73.960434
40.785477,-73.955109
40.766762,-73.960876
40.760754,-73.961037
40.763268,-73.959236
40.771545,-73.953583
40.773911,-73.961983
40.743130,-74.007584
40.754574,-73.971306
40.766567,-73.960808
40.767731,-73.985550
40.768661,-73.981903
40.744843,-73.932434
40.757259,-73.971169
40.795689,-73.972763
40.790112,-73.975266
40.783321,-73.978630
40.785889,-73.976311
40.797546,-73.964165
40.781284,-73.952141
40.773087,-73.945747
40.779713,-73.956223
40.763035,-73.988243
40.753368,-73.992615
40.758392,-73.973122
40.773106,-73.885300
40.757092,-73.988838
40.766048,-73.975731
40.745895,-74.005608
40.810722,-73.958244
40.738312,-74.003952
40.762192,-73.989975
40.772339,-73.982292
40.745327,-73.978401
40.758549,-73.919388
40.730568,-74.006897
40.731113,-73.974007
40.753689,-73.980965
40.744358,-73.975655
40.804749,-73.962364
40.802357,-73.964355
40.783779,-73.974136
40.756771,-73.967010
40.761444,-73.975006
40.725082,-73.995338
40.721760,-73.997139
40.778580,-73.985466
40.790298,-73.967194
40.761311,-73.986725
40.767979,-73.956291
40.764000,-73.967812
40.769569,-73.960144
40.755901,-73.987038
40.733253,-73.999763
40.739391,-73.993828
40.734222,-73.989723
40.723507,-73.979111
40.743679,-73.992310
40.755432,-73.987511
40.752586,-73.967384
40.762959,-73.965637
40.774220,-73.965805
40.728123,-74.007233
40.737946,-74.000114
40.703842,-74.009453
40.764069,-73.975441
40.783169,-73.980614
40.755402,-73.975090
40.737076,-73.984596
40.745197,-73.997986
40.742775,-73.986694
40.761150,-73.973145
40.923656,-73.926651
41.013145,-73.896439
41.503830,-73.674652
41.512596,-73.687912
40.756706,-73.967033
40.767498,-73.952324
40.750584,-73.974754
40.781334,-73.954338
40.771221,-73.961365
40.734982,-74.006134
40.720936,-73.997284
40.735226,-73.998489
40.727627,-74.007339
40.762924,-73.959442
40.778233,-73.954514
40.764793,-73.968468
40.738899,-73.988304
40.722710,-74.001572
40.718815,-74.010391
40.742603,-74.007378
40.727379,-74.007347
40.714947,-74.015839
40.719799,-74.005180
40.725086,-73.981033
40.721714,-73.999863
40.764496,-73.980125
40.765583,-73.976006
40.756981,-73.993660
40.744179,-74.003067
40.771271,-73.982407
40.751911,-73.993507
40.751316,-73.986702
40.762196,-73.974792
40.760933,-73.987183
40.760403,-73.965050
40.769306,-73.949135
40.314240,-74.244148
40.783344,-73.978195
40.793358,-73.967346
40.786491,-73.977364
40.757729,-73.990936
40.746281,-74.001419
40.748058,-73.986870
40.792217,-73.971931
40.790752,-73.972504
40.789139,-73.948624
40.769974,-73.984535
40.763103,-73.962868
40.726868,-74.003273
40.769291,-73.984810
40.767368,-73.968643
40.764301,-73.932594
40.773380,-73.964157
40.773670,-73.964058
40.783936,-73.956490
40.771191,-73.964157
40.778133,-73.952545
40.739437,-73.987007
